Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB,Churn
48,1,4,18,67.86,378,0
66,1,2,1,42.64,317,1
60,0,1,15,72.17,199,1
58,0,3,15,89.28,354,1
69,1,1,9,50.49,336,0
24,1,3,16,69.23,137,0
30,1,3,8,84.37,108,0
68,0,4,10,54.23,347,0
39,0,3,1,89.81,347,0
52,0,3,24,90.34,438,1
39,0,2,14,52.05,489,1
54,0,3,8,80.51,434,0
59,0,3,14,86.85,72,1
46,0,2,17,40.96,70,1
50,0,1,15,53.64,405,0
33,0,2,2,79.98,437,1
35,1,0,4,70.43,243,1
28,0,3,6,82.55,87,0
27,1,1,6,71.52,440,1
60,1,4,7,45.3,223,0
53,0,2,8,82.91,99,0
36,0,4,20,51.54,78,0
41,1,3,4,49.79,373,0
60,1,3,8,53.98,251,1
53,0,0,3,73.83,100,1
52,0,1,2,85.94,461,1
37,1,0,12,39.48,71,0
27,0,1,15,45.49,172,0
52,1,0,3,35.37,363,1
53,0,2,9,31.17,107,0
41,0,2,21,61.32,493,1
25,0,4,19,69.11,410,0
41,0,4,15,79.64,125,1
52,0,2,9,91.01,161,1
69,1,2,14,45.1,429,0
20,0,1,2,80.72,146,1
36,0,4,13,90.5,263,1
34,0,3,14,85.23,141,0
56,1,4,1,79.55,95,1
51,1,0,15,79.28,206,0
48,0,3,4,77.87,148,0
50,0,3,17,33.62,52,0
28,0,4,17,87.38,446,1
28,1,0,1,93.76,471,1
19,1,0,4,74.04,331,0
52,1,4,2,35.96,296,0
18,1,4,6,71.91,494,1
21,1,4,4,75.93,101,0
52,1,3,13,30.27,204,1
27,1,3,23,83.96,461,0
50,0,3,18,50.24,339,1
63,0,4,16,82.96,139,1
67,0,2,1,98.65,264,1
66,0,1,6,92.41,308,0
67,1,1,23,89.32,351,1
34,1,0,1,95.83,332,1
18,0,2,2,40.22,66,1
62,0,3,10,72.36,201,1
54,0,0,2,49.81,413,1
39,1,4,7,79.06,269,1
26,1,3,15,57.54,291,0
18,0,4,2,48.18,360,0
21,0,3,24,74.4,125,0
32,1,4,16,77.63,337,0
51,0,3,7,47.84,115,1
55,1,0,22,61.02,272,0
54,1,4,13,50.32,78,1
48,1,3,4,79.88,96,1
26,1,2,22,44.65,361,0
50,0,2,3,85.19,423,0
53,0,2,17,43.6,349,0
55,0,1,17,45.2,56,0
70,0,0,19,83.38,337,1
32,0,1,23,87.7,295,1
46,0,3,8,60.47,273,1
63,0,1,21,82.57,187,0
60,1,1,15,78.52,262,1
60,0,1,2,35.62,187,1
66,1,0,10,47.2,472,1
69,0,2,12,69.86,173,0
59,0,2,1,92.61,351,1
18,1,1,21,95.05,202,0
45,0,0,21,97.04,293,0
69,1,1,7,56.42,409,1
33,0,1,10,50.57,397,0
60,1,2,18,45.99,441,1
38,0,1,3,79.12,213,1
19,1,3,6,85.35,418,1
46,1,0,2,92.02,228,1
61,0,4,12,31.02,345,0
43,1,3,22,31.24,220,0
23,0,0,1,91.88,456,0
31,0,4,4,88.88,373,0
70,0,0,14,58.22,484,1
24,1,1,2,67.72,178,1
18,0,2,21,69.22,332,1
21,0,3,3,45.98,392,1
63,0,2,5,77.65,115,1
28,1,1,10,94.69,468,0
63,0,1,6,95.91,390,1
52,1,4,6,64.22,399,1
69,1,2,3,37.73,174,1
43,1,1,2,75.49,160,0
22,0,4,4,31.19,94,1
47,0,0,20,38.58,76,0
27,0,1,10,62.24,91,1
31,0,1,18,54.88,360,1
59,0,1,13,97.25,305,1
67,0,4,21,63.14,204,1
54,0,0,17,90.51,126,1
26,1,0,3,32.15,378,0
38,0,4,3,57.75,158,1
65,0,4,12,73.33,250,1
20,1,3,8,71.84,87,1
45,1,1,2,73.54,399,1
65,0,3,5,87.96,353,1
49,0,4,24,89.0,413,1
26,1,4,9,49.29,463,0
66,1,2,10,36.35,349,0
51,0,3,22,66.18,221,0
54,0,3,10,95.85,429,1
30,1,1,21,35.35,349,0
36,0,2,5,52.12,188,0
46,1,0,2,57.27,158,0
23,1,0,24,57.61,369,0
58,1,3,3,38.94,73,1
66,1,3,17,42.8,181,0
58,0,2,2,47.22,358,0
36,0,1,15,55.18,95,0
58,1,0,4,55.31,399,0
65,1,4,7,52.39,312,1
28,1,4,1,32.47,487,1
24,0,2,23,82.14,114,1
67,1,0,17,72.02,380,1
40,0,4,4,86.02,425,0
26,1,4,10,37.36,455,0
39,1,0,18,73.79,271,0
32,1,1,3,41.88,400,1
62,0,4,16,31.02,148,0
60,0,4,7,90.57,356,1
47,1,1,12,46.16,143,0
66,1,0,3,98.25,222,1
67,1,3,17,56.92,496,0
58,0,2,18,55.88,263,0
38,1,0,7,54.61,268,0
55,1,2,22,43.01,333,1
59,0,4,13,39.48,303,0
64,0,0,22,90.99,476,0
20,1,3,12,32.09,354,1
24,0,1,2,82.53,199,0
36,1,1,23,95.45,279,1
57,0,1,23,44.91,338,0
22,1,1,18,67.88,462,0
28,1,0,24,78.19,426,0
42,1,2,2,45.12,363,0
45,0,0,21,34.33,369,1
48,0,2,8,73.3,388,1
69,0,3,9,41.86,451,0
67,1,1,3,83.5,158,0
63,1,0,1,30.66,134,0
56,0,4,1,67.92,181,0
70,1,4,24,84.63,408,1
41,0,4,5,99.0,475,0
36,0,4,13,56.42,204,0
55,1,0,19,43.72,405,0
30,1,0,11,44.7,413,1
65,1,1,21,62.31,107,0
45,1,3,1,65.42,193,0
49,1,3,4,40.26,475,1
22,1,2,17,83.37,321,1
27,0,1,5,61.08,479,0
21,0,4,1,88.19,250,0
69,0,3,11,76.54,339,1
28,1,1,7,86.64,313,1
43,1,1,23,60.68,315,0
67,1,1,11,97.97,295,0
57,0,0,21,43.74,150,1
55,0,2,15,90.15,213,1
27,0,1,23,60.82,102,0
69,1,2,16,97.69,164,0
47,0,1,2,83.37,266,1
27,1,1,1,88.44,74,0
53,0,0,16,42.97,413,1
40,0,4,6,95.49,155,1
56,0,2,9,32.4,179,0
51,1,1,2,76.09,323,0
40,1,2,19,51.05,277,0
69,0,2,23,50.47,170,1
55,0,3,2,64.87,254,1
70,1,3,21,72.74,140,0
56,0,4,2,83.32,144,1
27,1,3,1,48.17,418,1
57,0,2,20,54.01,391,0
21,1,2,23,30.58,344,0
57,0,0,24,35.1,253,1
38,0,3,20,55.39,386,0
69,0,4,17,62.97,157,1
63,0,3,9,33.65,258,1
42,1,3,5,34.34,158,0
50,0,4,5,32.75,211,1
22,1,1,16,34.28,162,1
54,0,3,17,53.77,162,1
68,1,0,11,34.62,235,0
31,1,4,24,43.99,339,1
52,0,0,4,63.64,232,1
31,0,3,13,76.58,383,1
35,0,0,23,31.57,301,0
55,0,1,22,69.57,243,1
40,1,0,20,43.27,96,0
66,1,4,10,44.85,450,1
54,1,3,9,60.36,346,1
60,0,1,1,70.82,149,1
34,1,2,15,83.87,147,1
68,1,2,20,86.74,301,0
41,0,3,14,72.89,135,0
26,1,4,2,35.26,483,1
49,0,0,16,39.31,348,1
54,1,3,18,65.89,201,1
32,1,1,10,90.26,340,0
47,1,0,1,38.23,212,1
58,0,2,17,79.72,418,0
70,0,0,6,54.44,146,1
36,0,3,4,96.86,209,0
21,0,1,3,34.62,172,1
32,0,4,1,86.34,245,1
42,1,2,15,68.82,99,1
47,0,2,12,68.39,89,0
69,0,4,15,96.31,294,1
70,1,0,20,98.08,98,0
24,1,0,11,44.1,241,1
47,0,0,9,47.4,453,1
58,0,0,13,71.14,313,1
52,0,4,5,36.04,467,1
30,0,2,22,84.26,163,1
50,0,4,14,30.63,143,0
41,1,1,5,87.81,83,0
39,0,2,3,80.11,154,1
63,1,3,23,57.9,385,1
63,0,0,22,64.15,370,0
33,0,0,15,90.41,295,0
24,1,2,19,72.74,366,1
66,0,3,9,37.86,392,0
55,0,3,9,96.6,294,0
24,0,4,5,34.55,410,0
51,1,4,1,48.97,165,1
41,1,0,22,75.39,470,1
50,1,3,4,73.5,127,0
69,0,1,18,68.77,348,0
46,0,2,8,57.04,66,0
58,0,2,7,51.09,213,0
35,1,3,24,60.09,220,0
18,1,1,7,31.88,235,1
50,1,3,1,90.62,323,0
51,0,1,6,62.26,102,1
70,0,2,18,60.25,189,0
47,0,3,13,37.27,492,0
41,1,0,11,89.35,240,1
63,1,0,6,87.39,286,1
24,0,3,9,72.99,105,1
28,1,4,21,62.93,326,0
57,0,4,9,58.3,106,1
38,0,4,12,55.63,409,1
67,0,0,11,53.82,320,1
30,0,0,7,89.13,99,1
33,1,2,17,70.87,210,0
23,0,4,5,84.88,291,1
61,0,3,24,73.97,292,0
51,0,1,4,58.24,221,1
68,0,3,9,88.58,447,0
56,1,2,14,47.73,109,1
46,1,3,17,54.77,180,1
60,1,0,3,81.42,443,0
27,0,2,10,69.6,351,0
29,0,2,8,80.55,155,1
66,1,1,11,94.53,118,0
70,0,1,23,82.82,68,1
37,1,3,2,51.59,107,1
33,0,4,13,83.24,475,1
51,0,0,7,33.13,323,1
44,0,3,14,41.68,329,0
23,0,3,17,52.45,163,1
64,1,2,13,94.04,273,0
46,1,0,2,44.24,410,1
20,1,2,1,89.79,248,1
22,1,0,5,51.56,156,1
58,0,3,16,36.05,244,0
43,0,3,1,57.87,132,1
48,1,2,16,87.96,382,1
26,0,0,13,70.79,184,0
51,1,4,11,30.76,313,1
39,0,3,16,72.12,127,0
58,0,1,19,40.6,372,1
23,0,4,17,77.05,130,0
28,1,4,24,68.78,78,1
37,1,4,19,88.35,252,0
20,0,1,15,35.78,438,1
42,0,4,13,81.38,374,0
47,1,2,12,50.87,254,0
35,1,3,11,38.87,432,0
59,1,4,15,95.71,232,1
61,1,3,17,85.46,97,1
39,0,3,3,41.86,190,0
43,0,2,12,62.39,402,1
27,1,2,7,58.14,201,0
32,0,0,21,61.96,238,0
26,1,1,23,63.82,448,0
28,0,3,17,69.67,272,1
67,1,2,23,53.13,83,1
56,0,0,8,45.99,406,0
49,1,1,4,32.39,180,0
66,1,2,18,45.27,139,0
35,1,3,23,32.46,55,1
39,0,2,18,84.16,173,0
28,0,4,13,49.93,179,1
25,1,2,22,56.78,484,0
59,1,0,22,64.14,218,0
59,1,2,11,70.85,328,1
49,0,3,3,49.65,366,0
50,1,3,12,72.51,352,1
29,0,2,14,42.86,486,0
70,1,1,23,79.55,387,1
65,0,3,22,83.72,487,1
66,0,3,1,91.27,360,0
55,0,0,11,45.72,139,1
20,1,3,15,72.64,246,1
18,0,3,23,87.12,72,0
44,1,1,19,94.38,235,1
42,0,3,1,84.61,161,0
54,1,0,18,85.12,170,1
70,1,4,13,39.44,214,1
69,1,1,9,89.74,136,0
67,1,3,2,53.64,405,1
18,0,4,8,55.91,52,0
43,0,4,23,99.9,202,1
27,1,1,21,73.56,321,1
22,1,4,9,56.2,332,1
64,1,2,19,58.28,108,1
48,0,0,10,63.92,316,1
24,1,1,16,45.44,147,0
46,0,3,24,31.8,376,0
63,1,4,15,98.44,121,1
37,1,4,16,46.7,216,1
65,0,0,6,50.25,330,0
57,0,4,3,88.57,149,0
30,0,0,9,45.43,318,0
59,1,2,5,73.73,261,0
60,0,1,18,94.02,311,1
68,1,2,20,66.97,451,0
26,1,4,22,87.53,154,1
57,0,3,13,80.39,267,0
48,0,2,13,67.09,469,1
70,1,0,7,40.92,475,0
33,1,4,11,91.47,114,1
58,1,2,20,79.01,286,0
18,0,3,18,32.62,86,1
64,0,2,6,65.47,426,0
22,1,2,19,84.06,248,0
37,1,3,12,90.99,295,0
59,1,1,21,77.81,280,1
46,0,4,15,42.1,178,0
65,0,1,9,82.88,333,0
52,1,0,7,57.12,126,0
33,1,3,6,92.79,109,1
63,0,3,5,31.55,318,0
35,1,4,17,31.83,54,0
61,0,2,15,62.3,466,0
19,1,0,22,60.82,451,1
53,0,0,3,34.06,473,0
47,1,1,18,51.71,260,0
41,1,3,2,59.16,287,1
62,0,0,16,56.02,391,0
18,0,1,7,61.31,433,1
66,1,4,2,56.47,140,0
31,0,2,12,42.69,237,0
59,0,4,17,71.26,61,0
21,1,1,22,94.38,179,1
59,0,4,17,64.93,358,1
38,1,3,15,55.25,335,1
27,1,4,9,84.79,83,0
46,0,1,22,38.62,357,0
26,0,4,17,76.05,438,0
70,0,3,15,33.78,313,0
67,0,2,15,63.44,441,0
54,0,3,1,46.54,292,1
64,1,3,7,80.95,440,0
28,0,0,13,85.78,441,0
52,1,0,16,35.18,318,0
61,1,4,13,45.31,117,0
63,0,1,22,88.13,210,0
55,0,2,17,89.08,262,1
65,0,4,20,64.18,203,0
39,0,4,7,57.92,443,0
34,0,1,6,37.89,323,1
27,0,3,18,46.47,457,0
36,1,3,5,38.86,364,1
27,0,3,9,31.6,445,0
64,1,3,8,41.9,468,1
51,0,3,24,85.04,446,1
41,0,4,20,99.93,446,0
22,1,3,15,47.47,94,1
24,0,1,15,52.47,200,0
57,0,3,5,39.3,472,0
46,0,3,8,41.36,261,1
52,1,4,5,67.55,242,0
38,0,2,18,64.33,416,0
52,1,0,23,52.5,275,0
44,1,0,10,55.37,179,0
68,0,2,11,54.32,420,0
57,1,0,18,31.11,75,1
67,1,4,22,58.94,141,0
68,0,2,8,50.93,120,0
55,1,0,13,62.77,71,0
39,0,1,18,95.3,139,0
35,0,2,2,89.2,119,0
19,1,2,18,70.94,150,0
37,0,0,19,94.74,398,1
53,0,1,22,87.61,198,1
55,0,4,18,71.37,415,0
23,0,0,13,47.19,130,1
55,1,4,2,64.3,196,1
63,0,1,14,42.24,89,0
55,0,2,24,76.17,146,1
20,0,3,24,48.41,171,0
36,0,2,18,51.59,428,0
36,1,2,5,74.93,134,1
50,0,1,14,50.12,132,1
53,0,1,15,95.84,491,1
51,0,1,22,89.14,355,0
47,0,3,1,92.51,491,1
28,1,0,8,36.99,422,0
42,0,2,11,98.77,266,1
49,1,0,24,93.31,265,1
47,1,4,16,50.64,159,1
50,0,1,19,39.45,462,1
31,1,3,3,32.81,470,0
25,1,3,12,97.63,189,1
33,1,0,24,31.1,395,1
20,0,4,3,60.04,181,0
42,0,2,17,76.83,359,1
48,1,1,22,67.02,58,0
31,0,1,20,71.55,469,0
55,0,0,8,53.81,135,0
44,0,3,3,48.22,439,1
23,1,4,1,67.21,450,0
50,1,1,3,43.06,373,0
51,1,0,9,47.09,160,1
63,1,3,13,66.9,285,0
34,1,1,13,64.37,383,1
58,0,2,8,89.76,148,1
19,1,4,10,68.4,144,0
54,1,2,14,73.01,287,0
59,0,0,15,45.33,322,1
29,0,1,5,69.62,102,0
66,0,1,16,67.27,204,0
31,0,1,15,31.78,376,1
59,1,2,9,33.83,209,0
63,0,0,10,86.31,154,1
31,1,4,8,87.43,243,1
46,0,3,4,66.46,118,0
22,1,3,13,93.75,283,0
50,1,1,7,36.68,306,1
43,0,1,21,31.14,329,0
49,1,2,11,75.08,163,0
25,1,4,22,56.84,266,0
23,0,2,11,81.62,92,0
30,0,0,20,92.53,83,1
41,1,4,14,37.39,78,0
25,0,2,5,61.12,332,1
67,0,1,15,53.5,162,0
45,1,0,8,75.06,439,1
68,0,2,1,42.79,494,0
18,1,1,10,32.22,243,0
18,1,4,15,67.14,202,0
39,1,1,18,40.12,52,0
63,0,4,4,40.86,136,1
40,0,4,3,55.15,132,1
64,0,1,18,61.07,215,0
51,1,3,22,36.61,105,1
19,0,0,13,47.83,491,1
57,0,3,9,37.5,94,0
54,1,1,9,36.63,439,1
23,1,4,15,52.22,230,1
59,1,1,23,53.45,164,1
35,1,4,16,56.47,478,0
60,0,3,24,89.46,349,1
62,1,1,13,55.81,267,0
35,1,1,20,49.84,61,1
34,1,3,18,66.61,366,0
34,0,4,2,59.08,136,1
68,1,3,8,80.26,291,0
57,1,1,22,90.54,155,1
35,0,3,18,56.42,329,1
65,1,2,8,73.66,263,1
35,0,1,16,46.74,435,1
49,0,4,22,57.91,106,0
27,0,3,15,89.16,155,0
46,1,1,6,82.24,198,0
54,0,2,2,52.09,328,0
50,0,2,1,38.11,189,1
19,1,3,18,76.36,435,1
30,0,0,17,51.51,119,1
33,1,1,16,86.11,260,1
32,1,3,3,79.05,359,1
39,0,2,5,86.49,438,0
60,0,0,12,77.9,165,1
66,0,3,4,55.66,308,1
26,1,1,3,90.87,478,0
67,0,1,2,94.63,268,0
18,1,3,24,47.53,459,1
25,0,0,22,97.16,252,1
36,0,4,12,57.39,87,1
50,0,3,24,84.08,295,0
63,1,0,3,75.5,365,1
48,1,0,1,73.33,443,0
68,0,4,18,81.17,373,1
40,0,3,24,81.58,206,0
70,0,1,14,86.56,434,0
50,0,2,10,67.68,301,0
53,1,3,1,83.17,318,0
42,1,2,10,79.67,67,1
51,1,0,10,82.11,68,1
61,0,4,4,62.7,311,0
48,0,1,4,45.92,53,0
43,0,1,23,94.63,414,0
61,0,2,7,57.67,344,1
41,0,3,6,36.33,255,0
27,0,1,12,49.18,444,0
42,0,3,7,38.93,440,0
41,1,2,21,33.23,70,0
65,1,2,3,72.01,99,0
47,1,2,19,32.48,183,1
70,0,4,13,72.51,435,1
42,0,2,2,86.55,432,1
22,0,1,10,40.88,242,1
67,1,3,10,79.09,306,0
19,0,1,9,68.61,405,0
65,1,3,10,39.6,478,0
40,1,3,24,87.86,441,1
52,1,3,14,97.37,78,0
33,1,2,16,81.58,314,1
51,0,4,18,33.54,491,1
18,1,4,1,68.12,459,1
45,1,0,13,57.67,270,1
67,0,3,13,91.42,74,0
60,1,3,22,80.53,367,1
21,1,3,24,71.23,105,1
23,0,3,8,40.57,115,1
21,0,4,1,72.66,335,1
27,0,3,18,93.28,481,0
31,1,1,18,72.04,102,0
54,1,4,7,54.19,306,1
56,0,0,6,30.97,112,1
31,0,3,5,81.06,380,0
26,0,4,20,84.49,330,1
26,0,4,3,45.28,233,1
39,0,0,3,39.62,494,0
39,0,4,10,33.01,324,1
25,0,0,17,58.7,331,1
36,0,2,7,52.31,52,0
70,0,0,4,48.21,157,0
62,0,0,17,85.61,356,1
24,0,0,1,64.2,121,0
23,1,2,19,49.12,452,0
39,0,0,3,72.13,107,1
70,0,4,7,51.35,229,0
51,1,2,20,81.84,180,1
24,1,3,15,57.48,299,0
66,0,4,3,33.46,352,1
65,0,3,10,48.65,289,0
27,0,2,14,96.78,397,1
28,1,2,10,67.5,373,1
64,0,2,19,48.11,364,0
45,1,3,21,34.64,109,1
61,1,1,16,37.37,384,0
63,0,3,12,64.39,230,1
70,1,4,19,54.12,284,0
53,1,3,16,34.13,364,0
48,1,2,19,34.95,61,0
64,0,3,8,69.6,384,0
43,1,4,19,74.05,367,0
66,0,1,5,87.74,332,0
24,0,3,5,82.74,84,0
39,0,2,8,53.86,137,0
22,1,1,23,52.79,359,1
54,1,1,7,46.36,117,0
63,0,0,23,53.1,237,1
35,1,3,8,74.64,395,0
19,1,2,19,84.82,85,1
45,0,1,12,31.1,74,1
33,0,3,5,34.71,120,0
56,1,2,24,42.88,391,1
64,1,4,1,62.89,278,1
63,1,3,7,92.22,400,0
60,0,4,6,40.45,127,0
62,1,4,17,58.86,496,1
45,0,1,7,52.09,105,1
47,1,4,8,47.73,229,0
69,1,4,23,42.26,220,0
46,1,0,6,96.19,300,1
43,1,4,10,49.03,340,1
29,1,1,14,80.02,386,0
49,1,2,10,50.35,458,0
70,1,3,18,63.05,162,1
39,0,3,1,46.52,486,1
34,1,0,23,46.61,333,1
39,1,0,12,31.64,289,0
60,1,0,11,50.33,263,1
40,1,0,7,57.15,429,0
50,1,3,23,67.76,371,1
64,0,0,19,40.61,256,1
50,0,1,1,31.36,352,1
49,1,2,22,31.34,268,0
43,0,3,7,93.79,217,0
25,0,0,3,91.88,432,0
33,1,4,15,83.09,415,0
43,1,0,2,33.03,484,0
68,1,3,10,45.3,115,1
51,1,1,12,50.06,290,0
55,0,3,18,57.33,394,1
21,0,0,14,79.73,341,1
21,0,2,1,79.7,376,0
60,0,2,19,53.99,181,1
65,1,2,16,70.79,418,1
70,0,0,13,47.58,386,0
41,1,1,13,97.13,370,1
56,0,4,18,90.12,395,0
62,0,1,15,84.22,415,1
30,1,2,11,95.89,297,0
58,0,3,9,69.08,243,1
58,0,4,16,95.06,484,0
66,1,1,15,52.6,101,0
20,0,0,19,95.53,180,0
55,1,0,22,54.93,418,0
18,1,3,19,67.43,470,0
62,1,1,10,51.45,403,1
57,0,0,6,41.03,466,0
47,0,1,18,98.13,335,1
44,0,4,17,55.22,420,0
51,0,2,24,80.83,340,1
22,1,3,24,40.85,76,0
68,0,2,16,64.53,247,0
24,0,1,5,39.21,51,0
49,0,1,1,56.19,371,0
31,0,0,2,85.62,381,0
60,0,1,9,36.11,334,1
70,0,2,14,51.27,211,0
59,1,1,4,78.04,327,1
43,1,2,6,68.86,436,0
34,1,2,3,64.49,184,1
41,0,0,12,81.87,325,1
65,0,1,16,55.41,411,0
28,0,4,8,68.33,380,0
33,0,2,13,34.86,133,0
42,1,0,8,50.6,71,0
57,1,4,17,51.55,198,0
52,0,3,21,62.43,310,0
27,0,0,20,84.4,471,1
18,0,4,9,60.21,256,1
22,0,2,19,70.25,133,0
47,0,1,11,74.56,211,0
34,1,3,13,84.59,222,1
37,1,0,1,45.95,451,0
18,0,2,24,71.4,225,1
20,0,3,17,40.47,487,0
23,1,2,13,88.04,166,0
64,0,4,24,74.38,71,0
65,1,3,22,35.72,400,0
41,0,2,18,32.34,362,0
38,1,1,5,55.13,178,0
46,0,4,9,35.82,90,0
46,0,0,20,39.44,182,0
45,1,0,12,44.42,396,0
33,0,3,2,33.7,264,0
32,0,0,11,83.88,92,0
56,1,4,12,70.99,365,0
45,1,2,19,90.14,79,0
18,0,1,12,38.61,162,0
35,0,4,21,54.58,154,1
61,1,1,18,86.3,409,1
29,0,4,6,38.26,338,0
69,1,0,11,54.8,473,0
70,1,1,15,36.95,344,0
60,0,0,19,93.04,190,0
40,0,0,13,47.92,476,0
19,1,3,22,41.31,361,0
45,0,1,22,73.68,400,1
40,0,0,20,88.38,310,0
34,0,2,15,49.04,418,1
19,1,0,14,82.16,327,0
61,0,0,18,47.6,429,0
61,0,2,20,57.57,497,0
53,0,0,1,95.19,264,1
34,0,4,6,36.9,295,1
70,0,4,13,62.5,223,1
51,1,0,1,72.48,430,0
60,0,4,7,53.02,396,0
26,1,3,2,48.86,195,1
64,1,2,9,98.05,289,1
57,1,3,6,94.15,230,0
68,0,2,18,93.6,405,1
69,0,2,15,47.91,318,1
43,1,1,2,39.31,498,1
63,1,2,6,36.83,499,0
58,0,4,13,62.38,282,1
33,0,4,1,33.53,138,0
64,0,2,15,96.85,351,0
66,0,1,15,53.53,321,1
45,0,4,1,46.52,92,1
44,1,0,7,77.22,377,1
32,0,4,16,35.86,244,0
48,1,1,1,53.26,177,0
48,0,1,5,60.44,125,0
37,0,4,7,56.66,468,0
50,1,2,23,40.79,142,0
58,1,2,20,77.35,455,0
34,1,3,13,95.14,498,0
64,1,4,10,55.14,123,1
32,0,2,7,88.75,104,0
35,0,1,6,73.72,406,0
21,0,1,9,46.69,176,1
30,1,0,16,68.47,355,1
69,1,1,18,32.31,358,1
22,0,1,1,48.46,146,0
50,1,2,17,70.89,214,0
50,0,0,14,98.75,251,1
50,1,2,16,65.9,175,1
61,0,3,2,32.52,299,0
33,0,2,10,95.27,116,1
49,0,3,1,94.43,256,0
46,0,4,2,60.62,455,0
53,1,1,4,50.47,449,0
50,0,3,7,63.34,375,0
53,0,0,20,88.79,469,1
64,0,3,21,80.05,476,0
55,1,0,9,42.54,204,1
64,0,1,1,65.73,124,1
49,0,3,11,54.85,228,0
63,1,3,9,52.24,371,0
40,0,2,24,33.34,313,1
60,1,4,8,57.29,66,1
52,1,2,15,72.86,356,0
57,1,0,2,72.64,357,0
53,0,3,15,55.21,183,0
52,0,2,14,55.36,405,1
67,0,1,6,64.45,412,1
63,0,1,12,50.12,193,0
24,0,1,23,80.93,143,0
41,0,1,5,37.86,305,1
22,1,1,16,68.52,209,1
51,0,0,16,66.94,170,1
63,0,3,13,91.33,224,0
30,1,0,10,39.38,179,1
60,1,3,23,33.99,263,1
40,0,0,17,40.6,494,0
44,0,2,9,56.66,425,1
36,0,2,19,52.17,277,0
34,0,0,14,66.22,395,0
57,1,3,11,67.15,478,1
62,0,2,23,70.92,215,0
45,0,0,17,51.55,66,1
21,0,1,24,75.81,402,0
21,0,2,10,97.95,296,0
48,1,4,17,70.52,202,1
67,0,2,20,98.56,230,0
30,1,3,10,95.0,202,1
52,1,2,6,59.25,170,0
59,1,0,16,41.71,140,0
48,0,1,1,59.48,249,0
54,1,1,24,49.27,324,0
42,0,1,14,91.84,151,1
35,1,4,23,81.17,311,1
27,0,2,15,68.74,444,0
63,1,1,21,86.93,308,0
26,0,4,22,36.75,362,0
47,0,2,3,97.22,137,1
39,1,4,19,93.04,163,1
20,0,4,10,45.16,280,0
43,0,0,7,37.94,461,1
31,0,3,15,91.24,103,1
49,0,1,1,88.75,456,0
49,1,1,21,77.31,345,0
18,1,1,14,52.56,173,1
64,0,4,21,97.7,229,0
43,1,2,2,97.12,119,1
59,1,3,19,64.26,385,1
23,1,3,8,50.98,174,1
50,0,0,1,68.84,185,0
29,0,3,8,43.01,130,1
67,0,1,5,34.2,170,0
57,1,3,17,34.95,438,0
27,1,4,22,88.64,94,0
46,1,3,15,78.7,53,1
31,1,4,17,45.27,413,0
26,1,3,24,91.18,320,1
27,0,0,6,41.27,493,0
67,0,3,23,37.07,186,1
58,1,4,11,43.33,264,1
21,0,1,6,33.82,105,1
61,1,0,21,77.92,93,0
69,0,1,18,38.58,94,1
42,0,2,6,37.24,206,1
47,0,0,24,89.97,484,1
59,1,1,2,99.85,247,0
51,1,4,4,55.82,422,0
44,0,0,14,30.55,337,0
53,0,2,1,84.9,261,0
45,1,3,11,54.63,391,1
31,1,1,21,53.88,249,1
45,0,0,6,65.2,411,1
65,0,2,18,73.38,448,1
65,1,3,23,92.4,142,1
52,0,2,3,68.82,135,0
38,0,1,16,58.6,243,0
43,1,1,2,69.57,65,0
18,0,1,2,94.52,167,1
38,0,4,22,88.33,378,0
64,1,1,4,34.34,459,0
53,0,1,2,41.61,128,1
21,0,4,1,44.27,170,0
60,0,3,15,92.62,333,0
36,1,2,4,98.94,399,0
30,1,3,9,95.22,240,0
63,1,1,9,52.86,126,0
34,1,3,9,77.19,251,0
28,0,4,9,34.01,461,1
66,0,2,10,76.18,350,0
46,0,4,4,55.55,295,1
70,1,0,8,45.33,449,1
19,1,3,20,82.15,380,1
68,0,4,5,67.03,172,1
49,0,4,11,69.24,406,1
26,0,4,18,80.22,328,1
38,0,2,6,56.81,104,1
67,1,4,21,88.05,53,0
26,1,4,17,73.01,111,0
40,0,4,7,77.36,271,0
35,1,4,15,72.37,278,1
59,0,0,19,40.47,104,1
40,0,3,16,46.02,187,1
48,1,4,11,47.49,121,1
35,1,0,22,89.7,99,1
49,1,0,12,63.91,293,0
67,0,4,3,35.94,374,0
20,0,0,6,43.12,430,1
19,0,4,6,63.47,443,0
61,1,1,18,44.35,76,0
47,1,4,18,57.03,153,0
20,0,2,13,49.74,310,0
40,0,1,15,63.99,422,0
30,0,1,5,42.72,431,1
21,0,0,21,69.77,383,0
52,0,3,8,87.43,208,0
68,0,1,18,42.4,268,1
42,0,0,17,42.6,464,0
54,1,1,2,62.31,66,1
41,1,1,14,62.54,412,0
22,0,2,6,73.75,106,1
42,0,4,11,70.39,226,0
70,1,1,22,84.4,304,0
46,1,4,4,62.23,329,1
52,0,4,9,51.66,69,0
36,1,3,4,87.64,177,0
59,1,4,24,43.73,415,1
27,0,4,15,34.89,455,1
47,1,2,20,85.5,145,0
55,1,1,15,30.67,399,1
44,0,4,18,87.15,407,1
50,0,0,16,92.15,199,0
50,0,3,5,78.82,441,0
66,0,1,11,69.06,425,1
39,0,2,8,35.92,495,0
61,1,1,17,69.39,145,0
